30,65
31,65
32,65
98,65
99,65
100,65
14,64
15,64
16,64
17,64
18,64
19,64
20,64
28,64
29,64
32,64
33,64
34,64
39,64
40,64
47,64
51,64
52,64
53,64
54,64
55,64
56,64
61,64
69,64
70,64
71,64
72,64
73,64
74,64
75,64
86,64
87,64
96,64
97,64
98,64
101,64
102,64
107,64
108,64
109,64
110,64
111,64
112,64
113,64
117,64
118,64
125,64
128,64
129,64
130,64
131,64
132,64
133,64
134,64
135,64
14,63
21,63
27,63
34,63
35,63
39,63
47,63
51,63
56,63
57,63
61,63
69,63
86,63
87,63
88,63
95,63
96,63
107,63
117,63
118,63
125,63
132,63
14,62
22,62
26,62
35,62
39,62
40,62
47,62
51,62
57,62
61,62
69,62
85,62
86,62
88,62
94,62
95,62
107,62
117,62
119,62
125,62
132,62
14,61
22,61
26,61
35,61
36,61
39,61
40,61
47,61
51,61
56,61
57,61
61,61
69,61
85,61
88,61
89,61
94,61
107,61
117,61
119,61
120,61
125,61
132,61
14,60
22,60
23,60
25,60
26,60
36,60
39,60
40,60
47,60
51,60
52,60
54,60
55,60
56,60
61,60
69,60
70,60
74,60
85,60
89,60
94,60
107,60
108,60
112,60
117,60
120,60
121,60
125,60
132,60
14,59
22,59
23,59
25,59
26,59
36,59
39,59
40,59
47,59
51,59
52,59
53,59
54,59
55,59
56,59
61,59
69,59
70,59
71,59
72,59
73,59
74,59
84,59
89,59
94,59
100,59
101,59
102,59
103,59
107,59
108,59
109,59
110,59
111,59
112,59
117,59
121,59
125,59
132,59
14,58
22,58
23,58
25,58
26,58
36,58
39,58
40,58
47,58
51,58
57,58
61,58
69,58
84,58
89,58
90,58
94,58
103,58
107,58
117,58
121,58
122,58
125,58
132,58
14,57
22,57
26,57
35,57
36,57
39,57
40,57
47,57
51,57
57,57
61,57
69,57
83,57
84,57
85,57
86,57
87,57
88,57
89,57
90,57
94,57
103,57
107,57
117,57
122,57
123,57
125,57
132,57
14,56
21,56
22,56
26,56
27,56
35,56
40,56
46,56
47,56
51,56
57,56
61,56
69,56
83,56
90,56
91,56
95,56
103,56
107,56
117,56
123,56
125,56
132,56
14,55
20,55
21,55
27,55
28,55
34,55
40,55
41,55
46,55
51,55
56,55
57,55
61,55
69,55
82,55
83,55
91,55
95,55
96,55
103,55
107,55
117,55
124,55
125,55
132,55
14,54
15,54
16,54
17,54
18,54
19,54
28,54
29,54
30,54
31,54
32,54
33,54
41,54
42,54
43,54
44,54
45,54
51,54
52,54
53,54
54,54
55,54
56,54
61,54
62,54
63,54
64,54
65,54
66,54
69,54
70,54
71,54
72,54
73,54
74,54
75,54
82,54
91,54
97,54
98,54
99,54
100,54
101,54
102,54
107,54
108,54
109,54
110,54
111,54
112,54
113,54
117,54
124,54
125,54
132,54
8,42
16,42
20,42
27,42
31,42
32,42
41,42
42,42
46,42
47,42
48,42
49,42
50,42
56,42
57,42
58,42
59,42
60,42
61,42
62,42
66,42
67,42
68,42
69,42
70,42
80,42
81,42
82,42
83,42
84,42
90,42
101,42
108,42
109,42
110,42
111,42
112,42
113,42
114,42
115,42
118,42
119,42
120,42
121,42
122,42
123,42
124,42
132,42
137,42
138,42
139,42
140,42
141,42
7,41
8,41
9,41
16,41
20,41
27,41
31,41
32,41
33,41
40,41
41,41
42,41
46,41
51,41
56,41
66,41
70,41
71,41
80,41
85,41
86,41
90,41
101,41
102,41
111,41
112,41
118,41
132,41
136,41
137,41
141,41
7,40
8,40
9,40
16,40
20,40
27,40
31,40
32,40
33,40
40,40
41,40
42,40
46,40
52,40
56,40
66,40
71,40
72,40
80,40
86,40
90,40
100,40
102,40
112,40
118,40
132,40
136,40
7,39
10,39
16,39
20,39
27,39
31,39
33,39
39,39
40,39
42,39
46,39
52,39
56,39
66,39
72,39
80,39
86,39
90,39
100,39
103,39
111,39
112,39
118,39
132,39
136,39
7,38
10,38
11,38
16,38
20,38
27,38
31,38
34,38
39,38
42,38
46,38
51,38
56,38
66,38
71,38
72,38
80,38
85,38
86,38
90,38
99,38
100,38
103,38
111,38
112,38
118,38
132,38
136,38
137,38
7,37
11,37
12,37
16,37
20,37
27,37
31,37
34,37
39,37
42,37
46,37
47,37
48,37
49,37
50,37
51,37
56,37
57,37
58,37
59,37
60,37
61,37
62,37
66,37
67,37
68,37
69,37
70,37
71,37
80,37
81,37
82,37
83,37
84,37
85,37
90,37
99,37
103,37
104,37
111,37
112,37
118,37
119,37
120,37
121,37
122,37
123,37
124,37
132,37
137,37
138,37
139,37
7,36
12,36
16,36
20,36
27,36
31,36
34,36
35,36
38,36
42,36
46,36
51,36
52,36
56,36
66,36
69,36
80,36
90,36
98,36
99,36
104,36
111,36
112,36
118,36
132,36
140,36
141,36
7,35
13,35
16,35
20,35
27,35
31,35
35,35
38,35
42,35
46,35
52,35
56,35
66,35
69,35
70,35
80,35
90,35
98,35
99,35
104,35
111,35
112,35
118,35
132,35
141,35
142,35
7,34
13,34
14,34
16,34
20,34
27,34
31,34
35,34
36,34
37,34
38,34
42,34
46,34
52,34
56,34
66,34
70,34
80,34
90,34
98,34
99,34
100,34
101,34
102,34
103,34
104,34
105,34
111,34
112,34
118,34
132,34
142,34
7,33
14,33
15,33
16,33
20,33
21,33
26,33
27,33
31,33
36,33
37,33
42,33
46,33
52,33
56,33
66,33
71,33
80,33
90,33
97,33
105,33
111,33
112,33
118,33
132,33
141,33
142,33
7,32
15,32
16,32
21,32
22,32
25,32
26,32
31,32
36,32
37,32
42,32
46,32
47,32
48,32
49,32
50,32
51,32
56,32
57,32
58,32
59,32
60,32
61,32
62,32
66,32
71,32
72,32
80,32
90,32
91,32
92,32
93,32
94,32
97,32
105,32
106,32
111,32
112,32
118,32
119,32
120,32
121,32
122,32
123,32
124,32
132,32
136,32
137,32
140,32
141,32
22,31
23,31
24,31
25,31
48,31
49,31
57,31
58,31
59,31
60,31
61,31
62,31
72,31
90,31
91,31
92,31
93,31
94,31
106,31
119,31
120,31
121,31
122,31
124,31
137,31
138,31
139,31
140,31
43,20
44,20
45,20
62,20
71,20
41,19
42,19
43,19
45,19
46,19
47,19
55,19
60,19
61,19
63,19
64,19
69,19
70,19
72,19
73,19
82,19
89,19
97,19
101,19
102,19
109,19
110,19
40,18
47,18
55,18
59,18
60,18
64,18
68,18
69,18
73,18
82,18
89,18
97,18
101,18
102,18
103,18
109,18
39,17
40,17
55,17
59,17
65,17
68,17
73,17
82,17
89,17
97,17
101,17
103,17
109,17
39,16
55,16
59,16
65,16
68,16
69,16
73,16
82,16
89,16
97,16
101,16
104,16
109,16
38,15
39,15
55,15
59,15
65,15
69,15
70,15
72,15
82,15
89,15
97,15
101,15
104,15
105,15
109,15
38,14
39,14
45,14
46,14
47,14
48,14
55,14
59,14
65,14
69,14
70,14
72,14
73,14
82,14
89,14
97,14
101,14
105,14
106,14
109,14
39,13
47,13
48,13
55,13
59,13
65,13
68,13
73,13
82,13
89,13
97,13
101,13
106,13
109,13
39,12
47,12
48,12
55,12
59,12
65,12
68,12
74,12
82,12
89,12
97,12
101,12
107,12
109,12
39,11
40,11
47,11
48,11
55,11
59,11
65,11
68,11
74,11
82,11
89,11
97,11
101,11
107,11
108,11
109,11
40,10
41,10
47,10
48,10
50,10
51,10
55,10
59,10
60,10
64,10
68,10
69,10
73,10
82,10
83,10
88,10
89,10
92,10
96,10
97,10
101,10
108,10
109,10
41,9
42,9
43,9
44,9
45,9
46,9
47,9
51,9
52,9
53,9
54,9
60,9
61,9
62,9
63,9
69,9
70,9
71,9
72,9
73,9
83,9
84,9
85,9
86,9
87,9
88,9
93,9
94,9
95,9
96,9
101,9
109,9
